id,name,price,price_delta_season,price_delta_race,probability_price_up_percentage,probability_price_down_percentage,selection_percentage,selection_percentage_delta_season,datetime,timestamp
22,C. Leclerc,17.2,0.4,0.4,79,0,30,3,2021-04-11 13:10:14,1618143014
21,F. Alonso,15.3,-0.3,-0.3,0,26,13,-1,2021-04-11 13:10:14,1618143014
16,L. Norris,13.3,0.2,0.2,83,0,55,4,2021-04-11 13:10:14,1618143014
7,AlphaTauri,13.0,0.3,0.3,89,0,7,1,2021-04-11 13:10:14,1618143014
27,A. Giovinazzi,7.9,0.0,0.0,0,64,8,0,2021-04-11 13:10:14,1618143014
17,D. Ricciardo,17.0,-0.3,-0.3,0,58,36,-3,2021-04-11 13:10:14,1618143014
12,L. Hamilton,33.5,0.0,0.0,0,92,28,-1,2021-04-11 13:10:14,1618143014
20,E. Ocon,9.8,-0.3,-0.3,0,25,15,-2,2021-04-11 13:10:14,1618143014
23,C. Sainz,14.3,-0.1,-0.1,0,3,26,-1,2021-04-11 13:10:14,1618143014
24,P. Gasly,11.8,0.1,0.1,0,60,42,0,2021-04-11 13:10:14,1618143014
25,Y. Tsunoda,9.3,0.5,0.5,3,0,32,6,2021-04-11 13:20:15,1618143615
4,Mercedes,37.9,-0.1,-0.1,0,67,12,0,2021-04-11 13:20:15,1618143615
3,McLaren,18.9,0.0,0.0,0,39,29,-1,2021-04-11 13:20:15,1618143615
5,Red Bull,26.0,0.1,0.1,45,0,31,1,2021-04-11 13:20:15,1618143615
8,Alfa Romeo,8.9,0.0,0.0,1,0,1,0,2021-04-11 13:20:15,1618143615
18,L. Stroll,13.8,-0.1,-0.1,0,88,10,-1,2021-04-11 13:20:15,1618143615
13,V. Bottas,23.5,-0.1,-0.1,0,42,12,-1,2021-04-11 13:20:15,1618143615
19,S. Vettel,15.7,-0.5,-0.5,0,93,16,-3,2021-04-11 13:20:15,1618143615
29,N. Mazepin,5.4,-0.1,-0.1,0,59,5,0,2021-04-11 13:20:15,1618143615
10,Haas,6.1,0.0,0.0,0,20,1,0,2021-04-11 13:20:15,1618143615
9,Aston Martin,17.1,-0.5,-0.5,0,58,7,-1,2021-04-11 13:20:15,1618143615
2,Williams,6.3,0.0,0.0,0,31,1,0,2021-04-11 13:20:15,1618143615
26,K. Raikkonen,9.5,-0.1,-0.1,0,35,15,0,2021-04-11 13:20:15,1618143615
28,M. Schumacher,5.8,0.0,0.0,0,37,26,-1,2021-04-11 13:20:15,1618143615
14,M. Verstappen,25.0,0.2,0.2,82,0,53,3,2021-04-11 13:20:15,1618143615
15,S. Perez,18.3,-0.1,-0.1,45,0,32,0,2021-04-11 13:20:15,1618143615
31,N. Latifi,6.5,0.0,0.0,0,53,4,0,2021-04-11 13:20:15,1618143615
30,G. Russell,6.2,0.0,0.0,3,0,42,0,2021-04-11 13:20:15,1618143615
6,Alpine,15.2,-0.2,-0.2,0,55,3,0,2021-04-11 13:20:15,1618143615
1,Ferrari,18.4,0.3,0.3,60,0,9,1,2021-04-11 13:20:15,1618143615
22,C. Leclerc,17.2,0.4,0.4,78,0,30,3,2021-04-11 13:20:15,1618143615
21,F. Alonso,15.3,-0.3,-0.3,0,27,13,-1,2021-04-11 13:20:15,1618143615
16,L. Norris,13.3,0.2,0.2,84,0,55,4,2021-04-11 13:20:15,1618143615
7,AlphaTauri,13.0,0.3,0.3,90,0,7,1,2021-04-11 13:20:15,1618143615
27,A. Giovinazzi,7.9,0.0,0.0,0,65,8,0,2021-04-11 13:20:15,1618143615
17,D. Ricciardo,17.0,-0.3,-0.3,0,59,36,-3,2021-04-11 13:20:15,1618143615
12,L. Hamilton,33.5,0.0,0.0,0,93,28,-1,2021-04-11 13:20:15,1618143615
20,E. Ocon,9.8,-0.3,-0.3,0,26,15,-2,2021-04-11 13:20:15,1618143615
23,C. Sainz,14.3,-0.1,-0.1,0,3,26,-1,2021-04-11 13:20:15,1618143615
24,P. Gasly,11.8,0.1,0.1,0,61,42,0,2021-04-11 13:20:15,1618143615
25,Y. Tsunoda,9.3,0.5,0.5,3,0,32,6,2021-04-11 13:30:15,1618144215
4,Mercedes,37.9,-0.1,-0.1,0,67,12,0,2021-04-11 13:30:15,1618144215
3,McLaren,18.9,0.0,0.0,0,38,29,-1,2021-04-11 13:30:15,1618144215
5,Red Bull,26.0,0.1,0.1,44,0,31,1,2021-04-11 13:30:15,1618144215
8,Alfa Romeo,8.9,0.0,0.0,2,0,1,0,2021-04-11 13:30:15,1618144215
18,L. Stroll,13.8,-0.1,-0.1,0,88,10,-1,2021-04-11 13:30:15,1618144215
13,V. Bottas,23.5,-0.1,-0.1,0,42,12,-1,2021-04-11 13:30:15,1618144215
19,S. Vettel,15.7,-0.5,-0.5,0,93,16,-3,2021-04-11 13:30:15,1618144215
29,N. Mazepin,5.4,-0.1,-0.1,0,59,5,0,2021-04-11 13:30:15,1618144215
10,Haas,6.1,0.0,0.0,0,20,1,0,2021-04-11 13:30:15,1618144215
9,Aston Martin,17.1,-0.5,-0.5,0,58,7,-1,2021-04-11 13:30:15,1618144215
2,Williams,6.3,0.0,0.0,0,30,1,0,2021-04-11 13:30:15,1618144215
26,K. Raikkonen,9.5,-0.1,-0.1,0,35,15,0,2021-04-11 13:30:15,1618144215
28,M. Schumacher,5.8,0.0,0.0,0,37,26,-1,2021-04-11 13:30:15,1618144215
14,M. Verstappen,25.0,0.2,0.2,82,0,53,3,2021-04-11 13:30:15,1618144215
15,S. Perez,18.3,-0.1,-0.1,45,0,32,0,2021-04-11 13:30:15,1618144215
31,N. Latifi,6.5,0.0,0.0,0,52,4,0,2021-04-11 13:30:15,1618144215
30,G. Russell,6.2,0.0,0.0,3,0,42,0,2021-04-11 13:30:15,1618144215
6,Alpine,15.2,-0.2,-0.2,0,55,3,0,2021-04-11 13:30:15,1618144215
1,Ferrari,18.4,0.3,0.3,62,0,9,1,2021-04-11 13:30:15,1618144215
22,C. Leclerc,17.2,0.4,0.4,79,0,30,3,2021-04-11 13:30:15,1618144215
21,F. Alonso,15.3,-0.3,-0.3,0,27,13,-1,2021-04-11 13:30:15,1618144215
16,L. Norris,13.3,0.2,0.2,83,0,55,4,2021-04-11 13:30:15,1618144215
7,AlphaTauri,13.0,0.3,0.3,90,0,7,1,2021-04-11 13:30:15,1618144215
27,A. Giovinazzi,7.9,0.0,0.0,0,64,8,0,2021-04-11 13:30:15,1618144215
17,D. Ricciardo,17.0,-0.3,-0.3,0,59,36,-3,2021-04-11 13:30:15,1618144215
12,L. Hamilton,33.5,0.0,0.0,0,92,28,-1,2021-04-11 13:30:15,1618144215
20,E. Ocon,9.8,-0.3,-0.3,0,26,15,-2,2021-04-11 13:30:15,1618144215
23,C. Sainz,14.3,-0.1,-0.1,0,3,26,-1,2021-04-11 13:30:15,1618144215
24,P. Gasly,11.8,0.1,0.1,0,61,42,0,2021-04-11 13:30:15,1618144215
25,Y. Tsunoda,9.3,0.5,0.5,3,0,32,6,2021-04-11 13:50:16,1618145416
4,Mercedes,37.9,-0.1,-0.1,0,67,12,0,2021-04-11 13:50:16,1618145416
3,McLaren,18.9,0.0,0.0,0,38,29,-1,2021-04-11 13:50:16,1618145416
5,Red Bull,26.0,0.1,0.1,44,0,31,1,2021-04-11 13:50:16,1618145416
8,Alfa Romeo,8.9,0.0,0.0,2,0,1,0,2021-04-11 13:50:16,1618145416
18,L. Stroll,13.8,-0.1,-0.1,0,88,10,-1,2021-04-11 13:50:16,1618145416
13,V. Bottas,23.5,-0.1,-0.1,0,42,12,-1,2021-04-11 13:50:16,1618145416
19,S. Vettel,15.7,-0.5,-0.5,0,93,16,-3,2021-04-11 13:50:16,1618145416
29,N. Mazepin,5.4,-0.1,-0.1,0,59,5,0,2021-04-11 13:50:16,1618145416
10,Haas,6.1,0.0,0.0,0,20,1,0,2021-04-11 13:50:16,1618145416
9,Aston Martin,17.1,-0.5,-0.5,0,58,7,-1,2021-04-11 13:50:16,1618145416
2,Williams,6.3,0.0,0.0,0,30,1,0,2021-04-11 13:50:16,1618145416
26,K. Raikkonen,9.5,-0.1,-0.1,0,35,15,0,2021-04-11 13:50:16,1618145416
28,M. Schumacher,5.8,0.0,0.0,0,37,26,-1,2021-04-11 13:50:16,1618145416
14,M. Verstappen,25.0,0.2,0.2,82,0,53,3,2021-04-11 13:50:16,1618145416
15,S. Perez,18.3,-0.1,-0.1,45,0,32,0,2021-04-11 13:50:16,1618145416
31,N. Latifi,6.5,0.0,0.0,0,52,4,0,2021-04-11 13:50:16,1618145416
30,G. Russell,6.2,0.0,0.0,3,0,42,0,2021-04-11 13:50:16,1618145416
6,Alpine,15.2,-0.2,-0.2,0,55,3,0,2021-04-11 13:50:16,1618145416
1,Ferrari,18.4,0.3,0.3,62,0,9,1,2021-04-11 13:50:16,1618145416
22,C. Leclerc,17.2,0.4,0.4,79,0,30,3,2021-04-11 13:50:16,1618145416
21,F. Alonso,15.3,-0.3,-0.3,0,27,13,-1,2021-04-11 13:50:16,1618145416
16,L. Norris,13.3,0.2,0.2,83,0,55,4,2021-04-11 13:50:16,1618145416
7,AlphaTauri,13.0,0.3,0.3,90,0,7,1,2021-04-11 13:50:16,1618145416
27,A. Giovinazzi,7.9,0.0,0.0,0,64,8,0,2021-04-11 13:50:16,1618145416
17,D. Ricciardo,17.0,-0.3,-0.3,0,59,36,-3,2021-04-11 13:50:16,1618145416
12,L. Hamilton,33.5,0.0,0.0,0,92,28,-1,2021-04-11 13:50:16,1618145416
23,C. Sainz,14.3,-0.1,-0.1,0,3,26,-1,2021-04-11 13:50:16,1618145416
20,E. Ocon,9.8,-0.3,-0.3,0,26,15,-2,2021-04-11 13:50:16,1618145416
24,P. Gasly,11.8,0.1,0.1,0,61,42,0,2021-04-11 13:50:16,1618145416
25,Y. Tsunoda,9.3,0.5,0.5,4,0,32,6,2021-04-11 14:10:17,1618146617
4,Mercedes,37.9,-0.1,-0.1,0,69,12,0,2021-04-11 14:10:17,1618146617
3,McLaren,18.9,0.0,0.0,0,39,29,-1,2021-04-11 14:10:17,1618146617
5,Red Bull,26.0,0.1,0.1,46,0,31,1,2021-04-11 14:10:17,1618146617
8,Alfa Romeo,8.9,0.0,0.0,2,0,1,0,2021-04-11 14:10:17,1618146617
18,L. Stroll,13.8,-0.1,-0.1,0,90,10,-1,2021-04-11 14:10:17,1618146617
13,V. Bottas,23.5,-0.1,-0.1,0,44,12,-1,2021-04-11 14:10:17,1618146617
19,S. Vettel,15.7,-0.5,-0.5,0,96,16,-3,2021-04-11 14:10:17,1618146617
29,N. Mazepin,5.4,-0.1,-0.1,0,60,5,0,2021-04-11 14:10:17,1618146617
10,Haas,6.1,0.0,0.0,0,20,1,0,2021-04-11 14:10:17,1618146617
9,Aston Martin,17.1,-0.5,-0.5,0,60,7,-1,2021-04-11 14:10:17,1618146617
2,Williams,6.3,0.0,0.0,0,31,1,0,2021-04-11 14:10:17,1618146617
26,K. Raikkonen,9.5,-0.1,-0.1,0,36,15,0,2021-04-11 14:10:17,1618146617
28,M. Schumacher,5.8,0.0,0.0,0,38,26,-1,2021-04-11 14:10:17,1618146617
14,M. Verstappen,25.0,0.2,0.2,84,0,53,3,2021-04-11 14:10:17,1618146617
15,S. Perez,18.3,-0.1,-0.1,47,0,32,0,2021-04-11 14:10:17,1618146617
31,N. Latifi,6.5,0.0,0.0,0,53,4,0,2021-04-11 14:10:17,1618146617
30,G. Russell,6.2,0.0,0.0,3,0,42,0,2021-04-11 14:10:17,1618146617
6,Alpine,15.2,-0.2,-0.2,0,57,3,0,2021-04-11 14:10:17,1618146617
1,Ferrari,18.4,0.3,0.3,62,0,9,1,2021-04-11 14:10:17,1618146617
22,C. Leclerc,17.2,0.4,0.4,79,0,30,3,2021-04-11 14:10:17,1618146617
21,F. Alonso,15.3,-0.3,-0.3,0,28,13,-1,2021-04-11 14:10:17,1618146617
16,L. Norris,13.3,0.2,0.2,86,0,55,4,2021-04-11 14:10:17,1618146617
7,AlphaTauri,13.0,0.3,0.3,93,0,7,1,2021-04-11 14:10:17,1618146617
27,A. Giovinazzi,7.9,0.0,0.0,0,66,8,0,2021-04-11 14:10:17,1618146617
17,D. Ricciardo,17.0,-0.3,-0.3,0,61,36,-3,2021-04-11 14:10:17,1618146617
12,L. Hamilton,33.5,0.0,0.0,0,95,28,-1,2021-04-11 14:10:17,1618146617
23,C. Sainz,14.3,-0.1,-0.1,0,3,26,-1,2021-04-11 14:10:17,1618146617
20,E. Ocon,9.8,-0.3,-0.3,0,25,15,-2,2021-04-11 14:10:17,1618146617
24,P. Gasly,11.8,0.1,0.1,0,63,42,0,2021-04-11 14:10:17,1618146617
25,Y. Tsunoda,9.3,0.5,0.5,4,0,32,6,2021-04-11 14:40:19,1618148419
4,Mercedes,37.9,-0.1,-0.1,0,69,12,0,2021-04-11 14:40:19,1618148419
3,McLaren,18.9,0.0,0.0,0,39,29,-1,2021-04-11 14:40:19,1618148419
5,Red Bull,26.0,0.1,0.1,46,0,31,1,2021-04-11 14:40:19,1618148419
8,Alfa Romeo,8.9,0.0,0.0,2,0,1,0,2021-04-11 14:40:19,1618148419
18,L. Stroll,13.8,-0.1,-0.1,0,90,10,-1,2021-04-11 14:40:19,1618148419
13,V. Bottas,23.5,-0.1,-0.1,0,44,12,-1,2021-04-11 14:40:19,1618148419
19,S. Vettel,15.7,-0.5,-0.5,0,96,16,-3,2021-04-11 14:40:19,1618148419
29,N. Mazepin,5.4,-0.1,-0.1,0,60,5,0,2021-04-11 14:40:19,1618148419
10,Haas,6.1,0.0,0.0,0,20,1,0,2021-04-11 14:40:19,1618148419
9,Aston Martin,17.1,-0.5,-0.5,0,60,7,-1,2021-04-11 14:40:19,1618148419
2,Williams,6.3,0.0,0.0,0,31,1,0,2021-04-11 14:40:19,1618148419
26,K. Raikkonen,9.5,-0.1,-0.1,0,36,15,0,2021-04-11 14:40:19,1618148419
28,M. Schumacher,5.8,0.0,0.0,0,38,26,-1,2021-04-11 14:40:19,1618148419
14,M. Verstappen,25.0,0.2,0.2,84,0,53,3,2021-04-11 14:40:19,1618148419
31,N. Latifi,6.5,0.0,0.0,0,53,4,0,2021-04-11 14:40:19,1618148419
30,G. Russell,6.2,0.0,0.0,3,0,42,0,2021-04-11 14:40:19,1618148419
15,S. Perez,18.3,-0.1,-0.1,47,0,32,0,2021-04-11 14:40:19,1618148419
6,Alpine,15.2,-0.2,-0.2,0,57,3,0,2021-04-11 14:40:19,1618148419
1,Ferrari,18.4,0.3,0.3,62,0,9,1,2021-04-11 14:40:19,1618148419
21,F. Alonso,15.3,-0.3,-0.3,0,28,13,-1,2021-04-11 14:40:19,1618148419
22,C. Leclerc,17.2,0.4,0.4,79,0,30,3,2021-04-11 14:40:19,1618148419
16,L. Norris,13.3,0.2,0.2,86,0,55,4,2021-04-11 14:40:19,1618148419
7,AlphaTauri,13.0,0.3,0.3,93,0,7,1,2021-04-11 14:40:19,1618148419
27,A. Giovinazzi,7.9,0.0,0.0,0,66,8,0,2021-04-11 14:40:19,1618148419
17,D. Ricciardo,17.0,-0.3,-0.3,0,61,36,-3,2021-04-11 14:40:19,1618148419
12,L. Hamilton,33.5,0.0,0.0,0,95,28,-1,2021-04-11 14:40:19,1618148419
23,C. Sainz,14.3,-0.1,-0.1,0,3,26,-1,2021-04-11 14:40:19,1618148419
20,E. Ocon,9.8,-0.3,-0.3,0,25,15,-2,2021-04-11 14:40:19,1618148419
24,P. Gasly,11.8,0.1,0.1,0,63,42,0,2021-04-11 14:40:19,1618148419
25,Y. Tsunoda,9.3,0.5,0.5,6,0,32,6,2021-04-11 15:00:20,1618149620
4,Mercedes,37.9,-0.1,-0.1,0,69,12,0,2021-04-11 15:00:20,1618149620
3,McLaren,18.9,0.0,0.0,0,39,29,-1,2021-04-11 15:00:20,1618149620
5,Red Bull,26.0,0.1,0.1,46,0,31,1,2021-04-11 15:00:20,1618149620
8,Alfa Romeo,8.9,0.0,0.0,2,0,1,0,2021-04-11 15:00:20,1618149620
18,L. Stroll,13.8,-0.1,-0.1,0,90,10,-1,2021-04-11 15:00:20,1618149620
13,V. Bottas,23.5,-0.1,-0.1,0,44,12,-1,2021-04-11 15:00:20,1618149620
19,S. Vettel,15.7,-0.5,-0.5,0,97,16,-3,2021-04-11 15:00:20,1618149620
29,N. Mazepin,5.4,-0.1,-0.1,0,60,5,0,2021-04-11 15:00:20,1618149620
10,Haas,6.1,0.0,0.0,0,20,1,0,2021-04-11 15:00:20,1618149620
9,Aston Martin,17.1,-0.5,-0.5,0,61,7,-1,2021-04-11 15:00:20,1618149620
2,Williams,6.3,0.0,0.0,0,31,1,0,2021-04-11 15:00:20,1618149620
26,K. Raikkonen,9.5,-0.1,-0.1,0,36,15,0,2021-04-11 15:00:20,1618149620
28,M. Schumacher,5.8,0.0,0.0,0,38,26,-1,2021-04-11 15:00:20,1618149620
14,M. Verstappen,25.0,0.2,0.2,84,0,53,3,2021-04-11 15:00:20,1618149620
31,N. Latifi,6.5,0.0,0.0,0,53,4,0,2021-04-11 15:00:20,1618149620
30,G. Russell,6.2,0.0,0.0,3,0,42,0,2021-04-11 15:00:20,1618149620
15,S. Perez,18.3,-0.1,-0.1,51,0,32,0,2021-04-11 15:00:20,1618149620
6,Alpine,15.2,-0.2,-0.2,0,57,3,0,2021-04-11 15:00:20,1618149620
1,Ferrari,18.4,0.3,0.3,61,0,9,1,2021-04-11 15:00:20,1618149620
21,F. Alonso,15.3,-0.3,-0.3,0,28,13,-1,2021-04-11 15:00:20,1618149620
22,C. Leclerc,17.2,0.4,0.4,75,0,30,3,2021-04-11 15:00:20,1618149620
16,L. Norris,13.3,0.2,0.2,85,0,55,4,2021-04-11 15:00:20,1618149620
7,AlphaTauri,13.0,0.3,0.3,94,0,7,1,2021-04-11 15:00:20,1618149620
27,A. Giovinazzi,7.9,0.0,0.0,0,65,8,0,2021-04-11 15:00:20,1618149620
17,D. Ricciardo,17.0,-0.3,-0.3,0,61,36,-3,2021-04-11 15:00:20,1618149620
12,L. Hamilton,33.5,0.0,0.0,0,94,28,-1,2021-04-11 15:00:20,1618149620
23,C. Sainz,14.3,-0.1,-0.1,0,3,26,-1,2021-04-11 15:00:20,1618149620
20,E. Ocon,9.8,-0.3,-0.3,0,25,15,-2,2021-04-11 15:00:20,1618149620
24,P. Gasly,11.8,0.1,0.1,0,63,42,0,2021-04-11 15:00:20,1618149620
25,Y. Tsunoda,9.3,0.5,0.5,7,0,32,6,2021-04-11 15:40:22,1618152022
4,Mercedes,37.9,-0.1,-0.1,0,69,12,0,2021-04-11 15:40:22,1618152022
3,McLaren,18.9,0.0,0.0,0,40,29,-1,2021-04-11 15:40:22,1618152022
5,Red Bull,26.0,0.1,0.1,46,0,31,1,2021-04-11 15:40:22,1618152022
8,Alfa Romeo,8.9,0.0,0.0,2,0,1,0,2021-04-11 15:40:22,1618152022
18,L. Stroll,13.8,-0.1,-0.1,0,89,10,-1,2021-04-11 15:40:22,1618152022
13,V. Bottas,23.5,-0.1,-0.1,0,44,12,-1,2021-04-11 15:40:22,1618152022
19,S. Vettel,15.7,-0.5,-0.5,0,97,16,-3,2021-04-11 15:40:22,1618152022
29,N. Mazepin,5.4,-0.1,-0.1,0,60,5,0,2021-04-11 15:40:22,1618152022
10,Haas,6.1,0.0,0.0,0,20,1,0,2021-04-11 15:40:22,1618152022
9,Aston Martin,17.1,-0.5,-0.5,0,61,7,-1,2021-04-11 15:40:22,1618152022
2,Williams,6.3,0.0,0.0,0,31,1,0,2021-04-11 15:40:22,1618152022
26,K. Raikkonen,9.5,-0.1,-0.1,0,35,15,0,2021-04-11 15:40:22,1618152022
28,M. Schumacher,5.8,0.0,0.0,0,38,26,-1,2021-04-11 15:40:22,1618152022
14,M. Verstappen,25.0,0.2,0.2,84,0,53,3,2021-04-11 15:40:22,1618152022
31,N. Latifi,6.5,0.0,0.0,0,52,4,0,2021-04-11 15:40:22,1618152022
30,G. Russell,6.2,0.0,0.0,3,0,42,0,2021-04-11 15:40:22,1618152022
15,S. Perez,18.3,-0.1,-0.1,52,0,32,0,2021-04-11 15:40:22,1618152022
6,Alpine,15.2,-0.2,-0.2,0,57,3,0,2021-04-11 15:40:22,1618152022
1,Ferrari,18.4,0.3,0.3,63,0,9,1,2021-04-11 15:40:22,1618152022
21,F. Alonso,15.3,-0.3,-0.3,0,28,13,-1,2021-04-11 15:40:22,1618152022
22,C. Leclerc,17.2,0.4,0.4,76,0,30,3,2021-04-11 15:40:22,1618152022
16,L. Norris,13.3,0.2,0.2,85,0,55,4,2021-04-11 15:40:22,1618152022
7,AlphaTauri,13.0,0.3,0.3,94,0,7,1,2021-04-11 15:40:22,1618152022
27,A. Giovinazzi,7.9,0.0,0.0,0,65,8,0,2021-04-11 15:40:22,1618152022
17,D. Ricciardo,17.0,-0.3,-0.3,0,61,36,-3,2021-04-11 15:40:22,1618152022
12,L. Hamilton,33.5,0.0,0.0,0,93,28,-1,2021-04-11 15:40:22,1618152022
23,C. Sainz,14.3,-0.1,-0.1,0,3,26,-1,2021-04-11 15:40:22,1618152022
20,E. Ocon,9.8,-0.3,-0.3,0,25,15,-2,2021-04-11 15:40:22,1618152022
24,P. Gasly,11.8,0.1,0.1,0,63,42,0,2021-04-11 15:40:22,1618152022
25,Y. Tsunoda,9.3,0.5,0.5,7,0,32,6,2021-04-11 16:00:23,1618153223
4,Mercedes,37.9,-0.1,-0.1,0,71,12,0,2021-04-11 16:00:23,1618153223
3,McLaren,18.9,0.0,0.0,0,41,29,-1,2021-04-11 16:00:23,1618153223
5,Red Bull,26.0,0.1,0.1,48,0,31,1,2021-04-11 16:00:23,1618153223
8,Alfa Romeo,8.9,0.0,0.0,3,0,1,0,2021-04-11 16:00:23,1618153223
18,L. Stroll,13.8,-0.1,-0.1,0,92,10,-1,2021-04-11 16:00:23,1618153223
13,V. Bottas,23.5,-0.1,-0.1,0,45,12,-1,2021-04-11 16:00:23,1618153223
29,N. Mazepin,5.4,-0.1,-0.1,0,61,5,0,2021-04-11 16:00:23,1618153223
19,S. Vettel,15.6,-0.6,-0.6,0,0,16,-3,2021-04-11 16:00:23,1618153223
10,Haas,6.1,0.0,0.0,0,20,1,0,2021-04-11 16:00:23,1618153223
9,Aston Martin,17.1,-0.5,-0.5,0,63,7,-1,2021-04-11 16:00:23,1618153223
2,Williams,6.3,0.0,0.0,0,32,1,0,2021-04-11 16:00:23,1618153223
26,K. Raikkonen,9.5,-0.1,-0.1,0,36,15,0,2021-04-11 16:00:23,1618153223
28,M. Schumacher,5.8,0.0,0.0,0,39,26,-1,2021-04-11 16:00:23,1618153223
14,M. Verstappen,25.0,0.2,0.2,86,0,53,3,2021-04-11 16:00:23,1618153223
31,N. Latifi,6.5,0.0,0.0,0,54,4,0,2021-04-11 16:00:23,1618153223
30,G. Russell,6.2,0.0,0.0,3,0,42,0,2021-04-11 16:00:23,1618153223
15,S. Perez,18.3,-0.1,-0.1,52,0,32,0,2021-04-11 16:00:23,1618153223
6,Alpine,15.2,-0.2,-0.2,0,58,3,0,2021-04-11 16:00:23,1618153223
1,Ferrari,18.4,0.3,0.3,62,0,9,1,2021-04-11 16:00:23,1618153223
21,F. Alonso,15.3,-0.3,-0.3,0,29,13,-1,2021-04-11 16:00:23,1618153223
22,C. Leclerc,17.2,0.4,0.4,78,0,30,3,2021-04-11 16:00:23,1618153223
16,L. Norris,13.3,0.2,0.2,87,0,55,4,2021-04-11 16:00:23,1618153223
7,AlphaTauri,13.0,0.3,0.3,96,0,7,1,2021-04-11 16:00:23,1618153223
27,A. Giovinazzi,7.9,0.0,0.0,0,66,8,0,2021-04-11 16:00:23,1618153223
17,D. Ricciardo,17.0,-0.3,-0.3,0,63,36,-3,2021-04-11 16:00:23,1618153223
12,L. Hamilton,33.5,0.0,0.0,0,96,28,-1,2021-04-11 16:00:23,1618153223
23,C. Sainz,14.3,-0.1,-0.1,0,3,26,-1,2021-04-11 16:00:23,1618153223
20,E. Ocon,9.8,-0.3,-0.3,0,26,15,-2,2021-04-11 16:00:23,1618153223
24,P. Gasly,11.8,0.1,0.1,0,65,42,0,2021-04-11 16:00:23,1618153223
25,Y. Tsunoda,9.3,0.5,0.5,8,0,32,6,2021-04-11 16:50:25,1618156225
4,Mercedes,37.9,-0.1,-0.1,0,70,12,0,2021-04-11 16:50:25,1618156225
3,McLaren,18.9,0.0,0.0,0,41,29,-1,2021-04-11 16:50:25,1618156225
5,Red Bull,26.0,0.1,0.1,48,0,31,1,2021-04-11 16:50:25,1618156225
8,Alfa Romeo,8.9,0.0,0.0,3,0,1,0,2021-04-11 16:50:25,1618156225
18,L. Stroll,13.8,-0.1,-0.1,0,91,10,-1,2021-04-11 16:50:25,1618156225
13,V. Bottas,23.5,-0.1,-0.1,0,44,12,-1,2021-04-11 16:50:25,1618156225
29,N. Mazepin,5.4,-0.1,-0.1,0,61,5,0,2021-04-11 16:50:25,1618156225
19,S. Vettel,15.6,-0.6,-0.6,0,1,16,-3,2021-04-11 16:50:25,1618156225
10,Haas,6.1,0.0,0.0,0,20,1,0,2021-04-11 16:50:25,1618156225
9,Aston Martin,17.1,-0.5,-0.5,0,63,7,-1,2021-04-11 16:50:25,1618156225
2,Williams,6.3,0.0,0.0,0,31,1,0,2021-04-11 16:50:25,1618156225
26,K. Raikkonen,9.5,-0.1,-0.1,0,36,15,0,2021-04-11 16:50:25,1618156225
28,M. Schumacher,5.8,0.0,0.0,0,39,26,-1,2021-04-11 16:50:25,1618156225
14,M. Verstappen,25.0,0.2,0.2,85,0,53,3,2021-04-11 16:50:25,1618156225
31,N. Latifi,6.5,0.0,0.0,0,53,4,0,2021-04-11 16:50:25,1618156225
30,G. Russell,6.2,0.0,0.0,3,0,42,0,2021-04-11 16:50:25,1618156225
15,S. Perez,18.3,-0.1,-0.1,54,0,32,0,2021-04-11 16:50:25,1618156225
6,Alpine,15.2,-0.2,-0.2,0,58,3,0,2021-04-11 16:50:25,1618156225
1,Ferrari,18.4,0.3,0.3,64,0,9,1,2021-04-11 16:50:25,1618156225
21,F. Alonso,15.3,-0.3,-0.3,0,30,13,-1,2021-04-11 16:50:25,1618156225
22,C. Leclerc,17.2,0.4,0.4,78,0,30,3,2021-04-11 16:50:25,1618156225
16,L. Norris,13.3,0.2,0.2,86,0,55,4,2021-04-11 16:50:25,1618156225
7,AlphaTauri,13.0,0.3,0.3,96,0,7,1,2021-04-11 16:50:25,1618156225
27,A. Giovinazzi,7.9,0.0,0.0,0,66,8,0,2021-04-11 16:50:25,1618156225
17,D. Ricciardo,17.0,-0.3,-0.3,0,63,36,-3,2021-04-11 16:50:25,1618156225
12,L. Hamilton,33.5,0.0,0.0,0,95,28,-1,2021-04-11 16:50:25,1618156225
23,C. Sainz,14.3,-0.1,-0.1,0,3,26,-1,2021-04-11 16:50:25,1618156225
20,E. Ocon,9.8,-0.3,-0.3,0,26,15,-2,2021-04-11 16:50:25,1618156225
24,P. Gasly,11.8,0.1,0.1,0,64,42,0,2021-04-11 16:50:25,1618156225
25,Y. Tsunoda,9.3,0.5,0.5,9,0,32,6,2021-04-11 17:10:26,1618157426
4,Mercedes,37.9,-0.1,-0.1,0,72,12,0,2021-04-11 17:10:26,1618157426
3,McLaren,18.9,0.0,0.0,0,42,29,-1,2021-04-11 17:10:26,1618157426
5,Red Bull,26.0,0.1,0.1,48,0,31,1,2021-04-11 17:10:26,1618157426
8,Alfa Romeo,8.9,0.0,0.0,3,0,1,0,2021-04-11 17:10:26,1618157426
18,L. Stroll,13.8,-0.1,-0.1,0,93,10,-1,2021-04-11 17:10:26,1618157426
13,V. Bottas,23.5,-0.1,-0.1,0,45,12,-1,2021-04-11 17:10:26,1618157426
29,N. Mazepin,5.4,-0.1,-0.1,0,62,5,0,2021-04-11 17:10:26,1618157426
