id,name,price,price_delta_season,price_delta_race,probability_price_up_percentage,probability_price_down_percentage,selection_percentage,selection_percentage_delta_season,datetime,timestamp
25,Y. Tsunoda,9.2,0.4,0.4,53,0,31,5,2021-04-09 10:51:14,1617961874
10,Haas,6.1,0.0,0.0,0,19,1,0,2021-04-09 10:51:14,1617961874
9,Aston Martin,17.1,-0.5,-0.5,0,26,7,-1,2021-04-09 10:51:14,1617961874
2,Williams,6.3,0.0,0.0,0,28,1,0,2021-04-09 10:51:14,1617961874
26,K. Raikkonen,9.5,-0.1,-0.1,0,28,15,0,2021-04-09 10:51:14,1617961874
28,M. Schumacher,5.8,0.0,0.0,0,24,26,-1,2021-04-09 10:51:14,1617961874
14,M. Verstappen,25.0,0.2,0.2,64,0,52,2,2021-04-09 10:51:14,1617961874
15,S. Perez,18.3,-0.1,-0.1,25,0,32,0,2021-04-09 10:51:14,1617961874
31,N. Latifi,6.5,0.0,0.0,0,48,4,0,2021-04-09 10:51:14,1617961874
30,G. Russell,6.2,0.0,0.0,0,0,42,0,2021-04-09 10:51:14,1617961874
6,Alpine,15.2,-0.2,-0.2,0,42,3,0,2021-04-09 10:51:14,1617961874
1,Ferrari,18.4,0.3,0.3,28,0,9,1,2021-04-09 10:51:14,1617961874
22,C. Leclerc,17.2,0.4,0.4,46,0,30,3,2021-04-09 10:51:14,1617961874
21,F. Alonso,15.3,-0.3,-0.3,0,6,13,-1,2021-04-09 10:51:14,1617961874
23,C. Sainz,14.4,0.0,0.0,0,91,26,-1,2021-04-09 10:51:14,1617961874
16,L. Norris,13.3,0.2,0.2,65,0,54,3,2021-04-09 10:51:14,1617961874
7,AlphaTauri,13.0,0.3,0.3,47,0,7,1,2021-04-09 10:51:14,1617961874
27,A. Giovinazzi,7.9,0.0,0.0,0,57,8,0,2021-04-09 10:51:14,1617961874
17,D. Ricciardo,17.0,-0.3,-0.3,0,32,36,-3,2021-04-09 10:51:14,1617961874
12,L. Hamilton,33.5,0.0,0.0,0,85,28,-1,2021-04-09 10:51:14,1617961874
20,E. Ocon,9.8,-0.3,-0.3,0,9,15,-2,2021-04-09 10:51:14,1617961874
24,P. Gasly,11.8,0.1,0.1,0,35,43,1,2021-04-09 10:51:14,1617961874
4,Mercedes,37.9,-0.1,-0.1,0,51,12,0,2021-04-09 11:31:16,1617964276
3,McLaren,18.9,0.0,0.0,0,24,29,-1,2021-04-09 11:31:16,1617964276
5,Red Bull,26.0,0.1,0.1,38,0,31,1,2021-04-09 11:31:16,1617964276
8,Alfa Romeo,8.9,0.0,0.0,0,0,1,0,2021-04-09 11:31:16,1617964276
18,L. Stroll,13.8,-0.1,-0.1,0,74,10,-1,2021-04-09 11:31:16,1617964276
13,V. Bottas,23.5,-0.1,-0.1,0,33,12,-1,2021-04-09 11:31:16,1617964276
19,S. Vettel,15.7,-0.5,-0.5,0,62,16,-3,2021-04-09 11:31:16,1617964276
29,N. Mazepin,5.4,-0.1,-0.1,0,53,5,0,2021-04-09 11:31:16,1617964276
25,Y. Tsunoda,9.2,0.4,0.4,54,0,31,5,2021-04-09 11:31:16,1617964276
10,Haas,6.1,0.0,0.0,0,20,1,0,2021-04-09 11:31:16,1617964276
9,Aston Martin,17.1,-0.5,-0.5,0,27,7,-1,2021-04-09 11:31:16,1617964276
2,Williams,6.3,0.0,0.0,0,29,1,0,2021-04-09 11:31:16,1617964276
26,K. Raikkonen,9.5,-0.1,-0.1,0,28,15,0,2021-04-09 11:31:16,1617964276
28,M. Schumacher,5.8,0.0,0.0,0,25,26,-1,2021-04-09 11:31:16,1617964276
14,M. Verstappen,25.0,0.2,0.2,66,0,52,2,2021-04-09 11:31:16,1617964276
15,S. Perez,18.3,-0.1,-0.1,25,0,32,0,2021-04-09 11:31:16,1617964276
31,N. Latifi,6.5,0.0,0.0,0,49,4,0,2021-04-09 11:31:16,1617964276
30,G. Russell,6.2,0.0,0.0,1,0,42,0,2021-04-09 11:31:16,1617964276
6,Alpine,15.2,-0.2,-0.2,0,43,3,0,2021-04-09 11:31:16,1617964276
1,Ferrari,18.4,0.3,0.3,30,0,9,1,2021-04-09 11:31:16,1617964276
22,C. Leclerc,17.2,0.4,0.4,45,0,30,3,2021-04-09 11:31:16,1617964276
21,F. Alonso,15.3,-0.3,-0.3,0,6,13,-1,2021-04-09 11:31:16,1617964276
23,C. Sainz,14.4,0.0,0.0,0,93,26,-1,2021-04-09 11:31:16,1617964276
16,L. Norris,13.3,0.2,0.2,67,0,54,3,2021-04-09 11:31:16,1617964276
7,AlphaTauri,13.0,0.3,0.3,49,0,7,1,2021-04-09 11:31:16,1617964276
27,A. Giovinazzi,7.9,0.0,0.0,0,59,8,0,2021-04-09 11:31:16,1617964276
17,D. Ricciardo,17.0,-0.3,-0.3,0,33,36,-3,2021-04-09 11:31:16,1617964276
12,L. Hamilton,33.5,0.0,0.0,0,87,28,-1,2021-04-09 11:31:16,1617964276
20,E. Ocon,9.8,-0.3,-0.3,0,10,15,-2,2021-04-09 11:31:16,1617964276
24,P. Gasly,11.8,0.1,0.1,0,36,43,1,2021-04-09 11:31:16,1617964276
4,Mercedes,37.9,-0.1,-0.1,0,51,12,0,2021-04-09 11:51:16,1617965476
3,McLaren,18.9,0.0,0.0,0,25,29,-1,2021-04-09 11:51:16,1617965476
5,Red Bull,26.0,0.1,0.1,38,0,31,1,2021-04-09 11:51:16,1617965476
8,Alfa Romeo,8.9,0.0,0.0,0,0,1,0,2021-04-09 11:51:16,1617965476
18,L. Stroll,13.8,-0.1,-0.1,0,74,10,-1,2021-04-09 11:51:16,1617965476
13,V. Bottas,23.5,-0.1,-0.1,0,32,12,-1,2021-04-09 11:51:16,1617965476
19,S. Vettel,15.7,-0.5,-0.5,0,62,16,-3,2021-04-09 11:51:16,1617965476
29,N. Mazepin,5.4,-0.1,-0.1,0,52,5,0,2021-04-09 11:51:16,1617965476
25,Y. Tsunoda,9.2,0.4,0.4,54,0,31,5,2021-04-09 11:51:16,1617965476
10,Haas,6.1,0.0,0.0,0,20,1,0,2021-04-09 11:51:16,1617965476
9,Aston Martin,17.1,-0.5,-0.5,0,27,7,-1,2021-04-09 11:51:16,1617965476
2,Williams,6.3,0.0,0.0,0,29,1,0,2021-04-09 11:51:16,1617965476
26,K. Raikkonen,9.5,-0.1,-0.1,0,28,15,0,2021-04-09 11:51:16,1617965476
28,M. Schumacher,5.8,0.0,0.0,0,25,26,-1,2021-04-09 11:51:16,1617965476
14,M. Verstappen,25.0,0.2,0.2,66,0,52,2,2021-04-09 11:51:16,1617965476
15,S. Perez,18.3,-0.1,-0.1,25,0,32,0,2021-04-09 11:51:16,1617965476
31,N. Latifi,6.5,0.0,0.0,0,49,4,0,2021-04-09 11:51:16,1617965476
30,G. Russell,6.2,0.0,0.0,1,0,42,0,2021-04-09 11:51:16,1617965476
6,Alpine,15.2,-0.2,-0.2,0,43,3,0,2021-04-09 11:51:16,1617965476
1,Ferrari,18.4,0.3,0.3,32,0,9,1,2021-04-09 11:51:16,1617965476
22,C. Leclerc,17.2,0.4,0.4,45,0,30,3,2021-04-09 11:51:16,1617965476
21,F. Alonso,15.3,-0.3,-0.3,0,6,13,-1,2021-04-09 11:51:16,1617965476
23,C. Sainz,14.4,0.0,0.0,0,92,26,-1,2021-04-09 11:51:16,1617965476
16,L. Norris,13.3,0.2,0.2,66,0,54,3,2021-04-09 11:51:16,1617965476
7,AlphaTauri,13.0,0.3,0.3,48,0,7,1,2021-04-09 11:51:16,1617965476
27,A. Giovinazzi,7.9,0.0,0.0,0,58,8,0,2021-04-09 11:51:16,1617965476
17,D. Ricciardo,17.0,-0.3,-0.3,0,33,36,-3,2021-04-09 11:51:16,1617965476
12,L. Hamilton,33.5,0.0,0.0,0,86,28,-1,2021-04-09 11:51:16,1617965476
20,E. Ocon,9.8,-0.3,-0.3,0,10,15,-2,2021-04-09 11:51:16,1617965476
24,P. Gasly,11.8,0.1,0.1,0,36,43,1,2021-04-09 11:51:16,1617965476
4,Mercedes,37.9,-0.1,-0.1,0,51,12,0,2021-04-09 12:21:18,1617967278
3,McLaren,18.9,0.0,0.0,0,26,29,-1,2021-04-09 12:21:18,1617967278
5,Red Bull,26.0,0.1,0.1,38,0,31,1,2021-04-09 12:21:18,1617967278
8,Alfa Romeo,8.9,0.0,0.0,0,0,1,0,2021-04-09 12:21:18,1617967278
18,L. Stroll,13.8,-0.1,-0.1,0,74,10,-1,2021-04-09 12:21:18,1617967278
13,V. Bottas,23.5,-0.1,-0.1,0,33,12,-1,2021-04-09 12:21:18,1617967278
19,S. Vettel,15.7,-0.5,-0.5,0,62,16,-3,2021-04-09 12:21:18,1617967278
29,N. Mazepin,5.4,-0.1,-0.1,0,52,5,0,2021-04-09 12:21:18,1617967278
25,Y. Tsunoda,9.2,0.4,0.4,54,0,31,5,2021-04-09 12:21:18,1617967278
10,Haas,6.1,0.0,0.0,0,20,1,0,2021-04-09 12:21:18,1617967278
9,Aston Martin,17.1,-0.5,-0.5,0,28,7,-1,2021-04-09 12:21:18,1617967278
2,Williams,6.3,0.0,0.0,0,29,1,0,2021-04-09 12:21:18,1617967278
26,K. Raikkonen,9.5,-0.1,-0.1,0,28,15,0,2021-04-09 12:21:18,1617967278
28,M. Schumacher,5.8,0.0,0.0,0,25,26,-1,2021-04-09 12:21:18,1617967278
14,M. Verstappen,25.0,0.2,0.2,66,0,52,2,2021-04-09 12:21:18,1617967278
15,S. Perez,18.3,-0.1,-0.1,25,0,32,0,2021-04-09 12:21:18,1617967278
31,N. Latifi,6.5,0.0,0.0,0,49,4,0,2021-04-09 12:21:18,1617967278
30,G. Russell,6.2,0.0,0.0,1,0,42,0,2021-04-09 12:21:18,1617967278
6,Alpine,15.2,-0.2,-0.2,0,43,3,0,2021-04-09 12:21:18,1617967278
1,Ferrari,18.4,0.3,0.3,33,0,9,1,2021-04-09 12:21:18,1617967278
22,C. Leclerc,17.2,0.4,0.4,47,0,30,3,2021-04-09 12:21:18,1617967278
21,F. Alonso,15.3,-0.3,-0.3,0,7,13,-1,2021-04-09 12:21:18,1617967278
23,C. Sainz,14.4,0.0,0.0,0,93,26,-1,2021-04-09 12:21:18,1617967278
16,L. Norris,13.3,0.2,0.2,66,0,54,3,2021-04-09 12:21:18,1617967278
7,AlphaTauri,13.0,0.3,0.3,49,0,7,1,2021-04-09 12:21:18,1617967278
27,A. Giovinazzi,7.9,0.0,0.0,0,58,8,0,2021-04-09 12:21:18,1617967278
17,D. Ricciardo,17.0,-0.3,-0.3,0,34,36,-3,2021-04-09 12:21:18,1617967278
12,L. Hamilton,33.5,0.0,0.0,0,86,28,-1,2021-04-09 12:21:18,1617967278
20,E. Ocon,9.8,-0.3,-0.3,0,10,15,-2,2021-04-09 12:21:18,1617967278
24,P. Gasly,11.8,0.1,0.1,0,36,43,1,2021-04-09 12:21:18,1617967278
4,Mercedes,37.9,-0.1,-0.1,0,50,12,0,2021-04-09 13:01:19,1617969679
3,McLaren,18.9,0.0,0.0,0,25,29,-1,2021-04-09 13:01:19,1617969679
5,Red Bull,26.0,0.1,0.1,37,0,31,1,2021-04-09 13:01:19,1617969679
8,Alfa Romeo,8.9,0.0,0.0,0,0,1,0,2021-04-09 13:01:19,1617969679
18,L. Stroll,13.8,-0.1,-0.1,0,73,10,-1,2021-04-09 13:01:19,1617969679
13,V. Bottas,23.5,-0.1,-0.1,0,32,12,-1,2021-04-09 13:01:19,1617969679
19,S. Vettel,15.7,-0.5,-0.5,0,61,16,-3,2021-04-09 13:01:19,1617969679
29,N. Mazepin,5.4,-0.1,-0.1,0,51,5,0,2021-04-09 13:01:19,1617969679
25,Y. Tsunoda,9.2,0.4,0.4,56,0,31,5,2021-04-09 13:01:19,1617969679
10,Haas,6.1,0.0,0.0,0,19,1,0,2021-04-09 13:01:19,1617969679
9,Aston Martin,17.1,-0.5,-0.5,0,27,7,-1,2021-04-09 13:01:19,1617969679
2,Williams,6.3,0.0,0.0,0,28,1,0,2021-04-09 13:01:19,1617969679
26,K. Raikkonen,9.5,-0.1,-0.1,0,28,15,0,2021-04-09 13:01:19,1617969679
28,M. Schumacher,5.8,0.0,0.0,0,24,26,-1,2021-04-09 13:01:19,1617969679
14,M. Verstappen,25.0,0.2,0.2,65,0,52,2,2021-04-09 13:01:19,1617969679
15,S. Perez,18.3,-0.1,-0.1,24,0,32,0,2021-04-09 13:01:19,1617969679
31,N. Latifi,6.5,0.0,0.0,0,48,4,0,2021-04-09 13:01:19,1617969679
30,G. Russell,6.2,0.0,0.0,1,0,42,0,2021-04-09 13:01:19,1617969679
6,Alpine,15.2,-0.2,-0.2,0,42,3,0,2021-04-09 13:01:19,1617969679
1,Ferrari,18.4,0.3,0.3,34,0,9,1,2021-04-09 13:01:19,1617969679
22,C. Leclerc,17.2,0.4,0.4,47,0,30,3,2021-04-09 13:01:19,1617969679
21,F. Alonso,15.3,-0.3,-0.3,0,7,13,-1,2021-04-09 13:01:19,1617969679
23,C. Sainz,14.4,0.0,0.0,0,90,26,-1,2021-04-09 13:01:19,1617969679
16,L. Norris,13.3,0.2,0.2,65,0,55,4,2021-04-09 13:01:19,1617969679
7,AlphaTauri,13.0,0.3,0.3,48,0,7,1,2021-04-09 13:01:19,1617969679
27,A. Giovinazzi,7.9,0.0,0.0,0,57,8,0,2021-04-09 13:01:19,1617969679
17,D. Ricciardo,17.0,-0.3,-0.3,0,33,36,-3,2021-04-09 13:01:19,1617969679
12,L. Hamilton,33.5,0.0,0.0,0,84,28,-1,2021-04-09 13:01:19,1617969679
20,E. Ocon,9.8,-0.3,-0.3,0,10,15,-2,2021-04-09 13:01:19,1617969679
24,P. Gasly,11.8,0.1,0.1,0,36,43,1,2021-04-09 13:01:19,1617969679
4,Mercedes,37.9,-0.1,-0.1,0,50,12,0,2021-04-09 13:41:21,1617972081
3,McLaren,18.9,0.0,0.0,0,26,29,-1,2021-04-09 13:41:21,1617972081
5,Red Bull,26.0,0.1,0.1,37,0,31,1,2021-04-09 13:41:21,1617972081
8,Alfa Romeo,8.9,0.0,0.0,0,0,1,0,2021-04-09 13:41:21,1617972081
18,L. Stroll,13.8,-0.1,-0.1,0,73,10,-1,2021-04-09 13:41:21,1617972081
13,V. Bottas,23.5,-0.1,-0.1,0,32,12,-1,2021-04-09 13:41:21,1617972081
19,S. Vettel,15.7,-0.5,-0.5,0,61,16,-3,2021-04-09 13:41:21,1617972081
29,N. Mazepin,5.4,-0.1,-0.1,0,52,5,0,2021-04-09 13:41:21,1617972081
25,Y. Tsunoda,9.2,0.4,0.4,56,0,31,5,2021-04-09 13:41:21,1617972081
10,Haas,6.1,0.0,0.0,0,19,1,0,2021-04-09 13:41:21,1617972081
9,Aston Martin,17.1,-0.5,-0.5,0,28,7,-1,2021-04-09 13:41:21,1617972081
2,Williams,6.3,0.0,0.0,0,28,1,0,2021-04-09 13:41:21,1617972081
26,K. Raikkonen,9.5,-0.1,-0.1,0,28,15,0,2021-04-09 13:41:21,1617972081
28,M. Schumacher,5.8,0.0,0.0,0,24,26,-1,2021-04-09 13:41:21,1617972081
14,M. Verstappen,25.0,0.2,0.2,65,0,52,2,2021-04-09 13:41:21,1617972081
15,S. Perez,18.3,-0.1,-0.1,24,0,32,0,2021-04-09 13:41:21,1617972081
31,N. Latifi,6.5,0.0,0.0,0,48,4,0,2021-04-09 13:41:21,1617972081
30,G. Russell,6.2,0.0,0.0,1,0,42,0,2021-04-09 13:41:21,1617972081
6,Alpine,15.2,-0.2,-0.2,0,42,3,0,2021-04-09 13:41:21,1617972081
1,Ferrari,18.4,0.3,0.3,35,0,9,1,2021-04-09 13:41:21,1617972081
22,C. Leclerc,17.2,0.4,0.4,47,0,30,3,2021-04-09 13:41:21,1617972081
21,F. Alonso,15.3,-0.3,-0.3,0,7,13,-1,2021-04-09 13:41:21,1617972081
23,C. Sainz,14.4,0.0,0.0,0,91,26,-1,2021-04-09 13:41:21,1617972081
16,L. Norris,13.3,0.2,0.2,65,0,55,4,2021-04-09 13:41:21,1617972081
7,AlphaTauri,13.0,0.3,0.3,50,0,7,1,2021-04-09 13:41:21,1617972081
27,A. Giovinazzi,7.9,0.0,0.0,0,57,8,0,2021-04-09 13:41:21,1617972081
17,D. Ricciardo,17.0,-0.3,-0.3,0,33,36,-3,2021-04-09 13:41:21,1617972081
12,L. Hamilton,33.5,0.0,0.0,0,84,28,-1,2021-04-09 13:41:21,1617972081
20,E. Ocon,9.8,-0.3,-0.3,0,10,15,-2,2021-04-09 13:41:21,1617972081
24,P. Gasly,11.8,0.1,0.1,0,37,43,1,2021-04-09 13:41:21,1617972081
4,Mercedes,37.9,-0.1,-0.1,0,51,12,0,2021-04-09 14:11:22,1617973882
3,McLaren,18.9,0.0,0.0,0,27,29,-1,2021-04-09 14:11:22,1617973882
5,Red Bull,26.0,0.1,0.1,37,0,31,1,2021-04-09 14:11:22,1617973882
8,Alfa Romeo,8.9,0.0,0.0,1,0,1,0,2021-04-09 14:11:22,1617973882
18,L. Stroll,13.8,-0.1,-0.1,0,74,10,-1,2021-04-09 14:11:22,1617973882
13,V. Bottas,23.5,-0.1,-0.1,0,32,12,-1,2021-04-09 14:11:22,1617973882
19,S. Vettel,15.7,-0.5,-0.5,0,62,16,-3,2021-04-09 14:11:22,1617973882
29,N. Mazepin,5.4,-0.1,-0.1,0,52,5,0,2021-04-09 14:11:22,1617973882
25,Y. Tsunoda,9.2,0.4,0.4,58,0,31,5,2021-04-09 14:11:22,1617973882
10,Haas,6.1,0.0,0.0,0,19,1,0,2021-04-09 14:11:22,1617973882
9,Aston Martin,17.1,-0.5,-0.5,0,28,7,-1,2021-04-09 14:11:22,1617973882
2,Williams,6.3,0.0,0.0,0,28,1,0,2021-04-09 14:11:22,1617973882
26,K. Raikkonen,9.5,-0.1,-0.1,0,28,15,0,2021-04-09 14:11:22,1617973882
28,M. Schumacher,5.8,0.0,0.0,0,25,26,-1,2021-04-09 14:11:22,1617973882
14,M. Verstappen,25.0,0.2,0.2,65,0,52,2,2021-04-09 14:11:22,1617973882
15,S. Perez,18.3,-0.1,-0.1,24,0,32,0,2021-04-09 14:11:22,1617973882
31,N. Latifi,6.5,0.0,0.0,0,48,4,0,2021-04-09 14:11:22,1617973882
30,G. Russell,6.2,0.0,0.0,1,0,42,0,2021-04-09 14:11:22,1617973882
6,Alpine,15.2,-0.2,-0.2,0,42,3,0,2021-04-09 14:11:22,1617973882
1,Ferrari,18.4,0.3,0.3,36,0,9,1,2021-04-09 14:11:22,1617973882
22,C. Leclerc,17.2,0.4,0.4,47,0,30,3,2021-04-09 14:11:22,1617973882
21,F. Alonso,15.3,-0.3,-0.3,0,7,13,-1,2021-04-09 14:11:22,1617973882
23,C. Sainz,14.4,0.0,0.0,0,91,26,-1,2021-04-09 14:11:22,1617973882
16,L. Norris,13.3,0.2,0.2,66,0,55,4,2021-04-09 14:11:22,1617973882
7,AlphaTauri,13.0,0.3,0.3,51,0,7,1,2021-04-09 14:11:22,1617973882
27,A. Giovinazzi,7.9,0.0,0.0,0,57,8,0,2021-04-09 14:11:22,1617973882
17,D. Ricciardo,17.0,-0.3,-0.3,0,34,36,-3,2021-04-09 14:11:22,1617973882
12,L. Hamilton,33.5,0.0,0.0,0,85,28,-1,2021-04-09 14:11:22,1617973882
20,E. Ocon,9.8,-0.3,-0.3,0,10,15,-2,2021-04-09 14:11:22,1617973882
24,P. Gasly,11.8,0.1,0.1,0,37,43,1,2021-04-09 14:11:22,1617973882
4,Mercedes,37.9,-0.1,-0.1,0,51,12,0,2021-04-09 14:41:24,1617975684
3,McLaren,18.9,0.0,0.0,0,27,29,-1,2021-04-09 14:41:24,1617975684
5,Red Bull,26.0,0.1,0.1,38,0,31,1,2021-04-09 14:41:24,1617975684
8,Alfa Romeo,8.9,0.0,0.0,1,0,1,0,2021-04-09 14:41:24,1617975684
18,L. Stroll,13.8,-0.1,-0.1,0,75,10,-1,2021-04-09 14:41:24,1617975684
13,V. Bottas,23.5,-0.1,-0.1,0,33,12,-1,2021-04-09 14:41:24,1617975684
19,S. Vettel,15.7,-0.5,-0.5,0,63,16,-3,2021-04-09 14:41:24,1617975684
29,N. Mazepin,5.4,-0.1,-0.1,0,53,5,0,2021-04-09 14:41:24,1617975684
25,Y. Tsunoda,9.2,0.4,0.4,56,0,31,5,2021-04-09 14:41:24,1617975684
10,Haas,6.1,0.0,0.0,0,19,1,0,2021-04-09 14:41:24,1617975684
9,Aston Martin,17.1,-0.5,-0.5,0,29,7,-1,2021-04-09 14:41:24,1617975684
2,Williams,6.3,0.0,0.0,0,29,1,0,2021-04-09 14:41:24,1617975684
26,K. Raikkonen,9.5,-0.1,-0.1,0,29,15,0,2021-04-09 14:41:24,1617975684
28,M. Schumacher,5.8,0.0,0.0,0,25,26,-1,2021-04-09 14:41:24,1617975684
14,M. Verstappen,25.0,0.2,0.2,66,0,52,2,2021-04-09 14:41:24,1617975684
15,S. Perez,18.3,-0.1,-0.1,25,0,32,0,2021-04-09 14:41:24,1617975684
31,N. Latifi,6.5,0.0,0.0,0,49,4,0,2021-04-09 14:41:24,1617975684
30,G. Russell,6.2,0.0,0.0,1,0,42,0,2021-04-09 14:41:24,1617975684
6,Alpine,15.2,-0.2,-0.2,0,43,3,0,2021-04-09 14:41:24,1617975684
1,Ferrari,18.4,0.3,0.3,36,0,9,1,2021-04-09 14:41:24,1617975684
22,C. Leclerc,17.2,0.4,0.4,49,0,30,3,2021-04-09 14:41:24,1617975684
21,F. Alonso,15.3,-0.3,-0.3,0,7,13,-1,2021-04-09 14:41:24,1617975684
23,C. Sainz,14.4,0.0,0.0,0,92,26,-1,2021-04-09 14:41:24,1617975684
16,L. Norris,13.3,0.2,0.2,67,0,55,4,2021-04-09 14:41:24,1617975684
7,AlphaTauri,13.0,0.3,0.3,52,0,7,1,2021-04-09 14:41:24,1617975684
27,A. Giovinazzi,7.9,0.0,0.0,0,58,8,0,2021-04-09 14:41:24,1617975684
17,D. Ricciardo,17.0,-0.3,-0.3,0,34,36,-3,2021-04-09 14:41:24,1617975684
12,L. Hamilton,33.5,0.0,0.0,0,86,28,-1,2021-04-09 14:41:24,1617975684
20,E. Ocon,9.8,-0.3,-0.3,0,11,15,-2,2021-04-09 14:41:24,1617975684
24,P. Gasly,11.8,0.1,0.1,0,38,43,1,2021-04-09 14:41:24,1617975684
4,Mercedes,37.9,-0.1,-0.1,0,52,12,0,2021-04-09 15:21:25,1617978085
3,McLaren,18.9,0.0,0.0,0,28,29,-1,2021-04-09 15:21:25,1617978085
5,Red Bull,26.0,0.1,0.1,38,0,31,1,2021-04-09 15:21:25,1617978085
8,Alfa Romeo,8.9,0.0,0.0,1,0,1,0,2021-04-09 15:21:25,1617978085
18,L. Stroll,13.8,-0.1,-0.1,0,75,10,-1,2021-04-09 15:21:25,1617978085
13,V. Bottas,23.5,-0.1,-0.1,0,33,12,-1,2021-04-09 15:21:25,1617978085
19,S. Vettel,15.7,-0.5,-0.5,0,63,16,-3,2021-04-09 15:21:25,1617978085
29,N. Mazepin,5.4,-0.1,-0.1,0,53,5,0,2021-04-09 15:21:25,1617978085
25,Y. Tsunoda,9.2,0.4,0.4,58,0,31,5,2021-04-09 15:21:25,1617978085
10,Haas,6.1,0.0,0.0,0,19,1,0,2021-04-09 15:21:25,1617978085
9,Aston Martin,17.1,-0.5,-0.5,0,29,7,-1,2021-04-09 15:21:25,1617978085
2,Williams,6.3,0.0,0.0,0,28,1,0,2021-04-09 15:21:25,1617978085
26,K. Raikkonen,9.5,-0.1,-0.1,0,29,15,0,2021-04-09 15:21:25,1617978085
28,M. Schumacher,5.8,0.0,0.0,0,25,26,-1,2021-04-09 15:21:25,1617978085
14,M. Verstappen,25.0,0.2,0.2,66,0,52,2,2021-04-09 15:21:25,1617978085
15,S. Perez,18.3,-0.1,-0.1,25,0,32,0,2021-04-09 15:21:25,1617978085
31,N. Latifi,6.5,0.0,0.0,0,49,4,0,2021-04-09 15:21:25,1617978085
30,G. Russell,6.2,0.0,0.0,1,0,42,0,2021-04-09 15:21:25,1617978085
6,Alpine,15.2,-0.2,-0.2,0,43,3,0,2021-04-09 15:21:25,1617978085
1,Ferrari,18.4,0.3,0.3,36,0,9,1,2021-04-09 15:21:25,1617978085
22,C. Leclerc,17.2,0.4,0.4,47,0,30,3,2021-04-09 15:21:25,1617978085
21,F. Alonso,15.3,-0.3,-0.3,0,8,13,-1,2021-04-09 15:21:25,1617978085
23,C. Sainz,14.4,0.0,0.0,0,92,26,-1,2021-04-09 15:21:25,1617978085
16,L. Norris,13.3,0.2,0.2,67,0,55,4,2021-04-09 15:21:25,1617978085
7,AlphaTauri,13.0,0.3,0.3,53,0,7,1,2021-04-09 15:21:25,1617978085
27,A. Giovinazzi,7.9,0.0,0.0,0,58,8,0,2021-04-09 15:21:25,1617978085
17,D. Ricciardo,17.0,-0.3,-0.3,0,34,36,-3,2021-04-09 15:21:25,1617978085
12,L. Hamilton,33.5,0.0,0.0,0,86,28,-1,2021-04-09 15:21:25,1617978085
20,E. Ocon,9.8,-0.3,-0.3,0,11,15,-2,2021-04-09 15:21:25,1617978085
24,P. Gasly,11.8,0.1,0.1,0,38,43,1,2021-04-09 15:21:25,1617978085
4,Mercedes,37.9,-0.1,-0.1,0,52,12,0,2021-04-09 15:51:27,1617979887
3,McLaren,18.9,0.0,0.0,0,28,29,-1,2021-04-09 15:51:27,1617979887
5,Red Bull,26.0,0.1,0.1,38,0,31,1,2021-04-09 15:51:27,1617979887
8,Alfa Romeo,8.9,0.0,0.0,1,0,1,0,2021-04-09 15:51:27,1617979887
18,L. Stroll,13.8,-0.1,-0.1,0,75,10,-1,2021-04-09 15:51:27,1617979887
13,V. Bottas,23.5,-0.1,-0.1,0,33,12,-1,2021-04-09 15:51:27,1617979887
19,S. Vettel,15.7,-0.5,-0.5,0,64,16,-3,2021-04-09 15:51:27,1617979887
29,N. Mazepin,5.4,-0.1,-0.1,0,53,5,0,2021-04-09 15:51:27,1617979887
25,Y. Tsunoda,9.2,0.4,0.4,58,0,31,5,2021-04-09 15:51:27,1617979887
10,Haas,6.1,0.0,0.0,0,19,1,0,2021-04-09 15:51:27,1617979887
9,Aston Martin,17.1,-0.5,-0.5,0,29,7,-1,2021-04-09 15:51:27,1617979887
2,Williams,6.3,0.0,0.0,0,29,1,0,2021-04-09 15:51:27,1617979887
26,K. Raikkonen,9.5,-0.1,-0.1,0,29,15,0,2021-04-09 15:51:27,1617979887
28,M. Schumacher,5.8,0.0,0.0,0,25,26,-1,2021-04-09 15:51:27,1617979887
14,M. Verstappen,25.0,0.2,0.2,67,0,52,2,2021-04-09 15:51:27,1617979887
15,S. Perez,18.3,-0.1,-0.1,25,0,32,0,2021-04-09 15:51:27,1617979887
31,N. Latifi,6.5,0.0,0.0,0,49,4,0,2021-04-09 15:51:27,1617979887
30,G. Russell,6.2,0.0,0.0,1,0,42,0,2021-04-09 15:51:27,1617979887
6,Alpine,15.2,-0.2,-0.2,0,43,3,0,2021-04-09 15:51:27,1617979887
1,Ferrari,18.4,0.3,0.3,37,0,9,1,2021-04-09 15:51:27,1617979887
22,C. Leclerc,17.2,0.4,0.4,49,0,30,3,2021-04-09 15:51:27,1617979887
21,F. Alonso,15.3,-0.3,-0.3,0,8,13,-1,2021-04-09 15:51:27,1617979887
23,C. Sainz,14.4,0.0,0.0,0,93,26,-1,2021-04-09 15:51:27,1617979887
16,L. Norris,13.3,0.2,0.2,67,0,55,4,2021-04-09 15:51:27,1617979887
7,AlphaTauri,13.0,0.3,0.3,54,0,7,1,2021-04-09 15:51:27,1617979887
27,A. Giovinazzi,7.9,0.0,0.0,0,58,8,0,2021-04-09 15:51:27,1617979887
